Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254693		0.497063		0.494114		0.496925		0.467173		0.462323		0.468972
254694		0.497075		0.497367		0.496933		0.466957		0.464907		0.468822
254695		0.49699		0.49897		0.496952		0.45574		0.455285		0.458507
254696		0.4964		0.496823		0.495703		0.471093		0.469786		0.47213
254697		0.497271		0.497055		0.497136		0.463787		0.461415		0.466151
254698		0.496809		0.49699		0.496034		0.469992		0.468417		0.470978
254699		0.496972		0.49701		0.497043		0.458762		0.456322		0.461105
254700		0.497417		0.497186		0.497096		0.464845		0.462502		0.466997
254701		0.496922		0.496952		0.496891		0.457141		0.454656		0.459624
254702		0.497187		0.498835		0.497125		0.463314		0.463248		0.465691
254703		0.497138		0.497273		0.497023		0.466005		0.463825		0.467888
254704		0.497105		0.497338		0.496965		0.466543		0.464356		0.468497
254705		0.496992		0.497112		0.496805		0.468342		0.466618		0.470001
254706		0.497324		0.497098		0.497092		0.46435		0.462034		0.466566
254707		0.497146		0.497214		0.497069		0.465396		0.463098		0.467369
254708		0.497095		0.497048		0.497319		0.461261		0.459063		0.463811
254709		0.497008		0.496881		0.497258		0.46177		0.459519		0.464306
254710		0.498959		0.495903		0.496951		0.455618		0.449796		0.45611
254711		0.497124		0.496975		0.497372		0.462137		0.459852		0.464706
254712		0.496966		0.497001		0.497226		0.460733		0.458461		0.463071
254714		0.496932		0.498969		0.496899		0.455619		0.455344		0.458276
254715		0.497371		0.497154		0.497107		0.464351		0.462131		0.466461
254716		0.495818		0.495794		0.49585		0.443302		0.439865		0.446761
254717		0.497		0.497114		0.496825		0.46817		0.466431		0.469851
254718		0.496823		0.496988		0.496215		0.469937		0.468406		0.471033
254719		0.497169		0.496959		0.497409		0.462541		0.46036		0.464949
254720		0.496985		0.497027		0.497017		0.458469		0.455962		0.460853
254721		0.496966		0.497004		0.496931		0.457995		0.455475		0.460518
254722		0.494574		0.496439		0.494352		0.470742		0.471044		0.472052
254723		0.497043		0.49412		0.496905		0.467309		0.462508		0.469082
254724		0.496949		0.496986		0.497075		0.459488		0.457148		0.461789
254725		0.496785		0.496965		0.494481		0.470144		0.468626		0.469584
254726		0.495815		0.495801		0.495833		0.441667		0.438114		0.445234
254727		0.497002		0.497044		0.497203		0.46032		0.457966		0.462697
254729		0.496143		0.496795		0.495751		0.471012		0.470057		0.472226
254731		0.497022		0.49707		0.497087		0.458849		0.456317		0.461288
254733		0.495309		0.495381		0.495426		0.481441		0.480596		0.482482
254734		0.497116		0.497024		0.497337		0.461464		0.459306		0.463951
254735		0.496912		0.499043		0.496869		0.45546		0.454929		0.458413
254736		0.496262		0.494815		0.494911		0.474931		0.472083		0.47502
254738		0.49675		0.496966		0.494621		0.470314		0.468778		0.469994
254739		0.497222		0.496973		0.497148		0.462818		0.460471		0.465408
254740		0.497328		0.497099		0.49708		0.464712		0.462413		0.466873
254742		0.494879		0.495773		0.496318		0.471521		0.470804		0.47446
254743		0.497003		0.49899		0.496964		0.455404		0.455186		0.457948
254744		0.497357		0.497129		0.497106		0.464595		0.462264		0.466789
254747		0.497073		0.497292		0.496952		0.466516		0.464397		0.4684
254748		0.496999		0.497032		0.496955		0.457495		0.454981		0.459999
254752		0.497206		0.49883		0.497138		0.463065		0.462859		0.46556
254754		0.496067		0.496262		0.496061		0.310391		0.299212		0.321931
254755		0.497017		0.497119		0.496881		0.467622		0.46587		0.469341
254756		0.498957		0.495866		0.496998		0.45537		0.449522		0.455933
254757		0.495262		0.49464		0.496255		0.472029		0.469933		0.474489
254758		0.497117		0.497323		0.497002		0.466324		0.464245		0.468158
254759		0.494703		0.494447		0.494821		0.47193		0.470277		0.473532
254760		0.497362		0.497144		0.497065		0.464905		0.462639		0.467008
254761		0.49604		0.496248		0.496055		0.312856		0.301674		0.32441
254762		0.497071		0.496949		0.497311		0.461624		0.459382		0.464172
254763		0.497027		0.497066		0.496986		0.45661		0.454084		0.459135
254764		0.496956		0.497083		0.496719		0.468824		0.467096		0.470446
254765		0.497116		0.49695		0.497347		0.462178		0.460007		0.464604
254766		0.498838		0.496966		0.497222		0.462903		0.458446		0.463266
254767		0.496956		0.497086		0.496721		0.46867		0.466807		0.470429
254768		0.495343		0.495031		0.495336		0.478517		0.477011		0.479547
254769		0.497414		0.497187		0.497089		0.464953		0.46261		0.4671
254771		0.497105		0.497359		0.496974		0.466675		0.464595		0.468548
254772		0.497085		0.496945		0.497327		0.461869		0.459654		0.464367
254773		0.496988		0.498995		0.496953		0.455112		0.454756		0.457815
254774		0.496887		0.497025		0.496611		0.469299		0.467672		0.470792
254775		0.497074		0.494129		0.496937		0.467305		0.462533		0.46904
254776		0.494116		0.497209		0.497073		0.462253		0.463031		0.467137
254778		0.499013		0.495877		0.497026		0.454599		0.448765		0.455073
254779		0.49546		0.49533		0.495508		0.482277		0.481327		0.483204
254780		0.494124		0.497194		0.497054		0.462432		0.463083		0.467389
254781		0.498935		0.495897		0.496961		0.456031		0.450271		0.456516
254782		0.49579		0.495833		0.495805		0.431384		0.427283		0.4355
254783		0.495592		0.495418		0.495475		0.483419		0.482491		0.484144
254784		0.496426		0.496822		0.494783		0.471054		0.469753		0.471155
254785		0.497001		0.497117		0.49684		0.468012		0.466268		0.469712
254786		0.495827		0.495832		0.496867		0.44808		0.444954		0.452208
254787		0.497242		0.497029		0.497133		0.463691		0.461384		0.466011
254788		0.497176		0.497287		0.497076		0.46552		0.463327		0.467401
254789		0.494801		0.494684		0.494832		0.472938		0.471419		0.474344
254790		0.496837		0.496992		0.496377		0.46977		0.468144		0.471098
254791		0.496909		0.497051		0.496604		0.469307		0.467645		0.470811
254792		0.497386		0.49715		0.497062		0.464998		0.462664		0.467134
254793		0.496899		0.496923		0.497143		0.460312		0.45795		0.462728
254794		0.49723		0.49701		0.49713		0.463485		0.461081		0.465921
254796		0.494722		0.496737		0.494508		0.469749		0.470264		0.471459
254797		0.495852		0.495905		0.495904		0.44658		0.443303		0.449913
254798		0.496993		0.496935		0.497231		0.46108		0.458807		0.463698
254800		0.495842		0.495816		0.496128		0.445781		0.442498		0.449357
254802		0.49583		0.495815		0.495881		0.444582		0.441276		0.447924
254803		0.497388		0.497152		0.497068		0.464917		0.462545		0.467083
254804		0.497354		0.49713		0.497109		0.464338		0.462		0.466566
254805		0.496984		0.497023		0.49695		0.4578		0.45523		0.460375
254806		0.496935		0.496964		0.497195		0.460625		0.458305		0.463015
254808		0.497295		0.497063		0.497086		0.464388		0.462072		0.466606
254809		0.497599		0.497385		0.497149		0.464871		0.462515		0.466958
254810		0.497035		0.497148		0.496859		0.467945		0.466182		0.469645
254811		0.496974		0.497002		0.496935		0.456427		0.453821		0.459022
254820		0.496039		0.49603		0.496065		0.288536		0.275918		0.301442
254877		0.496564		0.496547		0.496552		0.491393		0.491003		0.491769
254910		0.497187		0.498824		0.497074		0.463724		0.46341		0.466287
254942		0.495708		0.495771		0.495797		0.434096		0.429248		0.43903
254943		0.49618		0.496196		0.496085		0.230777		0.21627		0.245756
254944		0.495549		0.495525		0.495575		0.389956		0.383212		0.396745
254946		0.496966		0.496926		0.496727		0.496674		0.496551		0.496437
254947		0.496223		0.496525		0.497011		0.494679		0.494732		0.495604
254948		0.496407		0.497924		0.496568		0.494708		0.4961		0.494984
254949		0.496901		0.496845		0.496509		0.494406		0.494128		0.49421
254980		0.495804		0.495804		0.495816		0.438521		0.434659		0.442399
254981		0.496984		0.496858		0.497904		0.496844		0.496711		0.497772
254982		0.497712		0.496933		0.496376		0.495844		0.49493		0.494641
254983		0.495418		0.49534		0.495313		0.480237		0.479179		0.481151
254984		0.495658		0.49555		0.495683		0.486301		0.485608		0.486968
254995		0.495706		0.495789		0.495658		0.487167		0.486587		0.487715
254996		0.495607		0.495443		0.495528		0.483745		0.482866		0.484509
254997		0.494447		0.496615		0.494708		0.47025		0.470763		0.472086
254998		0.495335		0.495302		0.495445		0.481951		0.480988		0.482968
255000		0.495817		0.496779		0.496709		0.489366		0.489736		0.490563
Dataset 	CL_b 		CL_b_up 		CL_b_do 		CL_s+b 		CL_s+b_up 		CL_s+b_do 	 \\ 
254813		0.498975		0.495866		0.496951		0.455209		0.449199		0.45585
254814		0.498958		0.495903		0.496977		0.455631		0.449872		0.456082
254815		0.497124		0.496959		0.497346		0.462042		0.459853		0.464483
254817		0.494617		0.49673		0.494537		0.469988		0.470423		0.471533
254818		0.497		0.497043		0.496963		0.456651		0.454011		0.459299
254819		0.496933		0.498994		0.496901		0.455188		0.454927		0.457853
254821		0.497265		0.497047		0.49711		0.463953		0.461663		0.466223
254822		0.497152		0.49722		0.497068		0.465435		0.463131		0.467405
254823		0.498977		0.495867		0.496962		0.455248		0.449482		0.455656
254824		0.494122		0.497204		0.497059		0.462318		0.462885		0.467374
254825		0.496974		0.497095		0.496784		0.468383		0.466626		0.470073
254827		0.496972		0.497009		0.496937		0.457296		0.454791		0.459805
254828		0.496516		0.49686		0.494566		0.470964		0.469615		0.470686
254829		0.497033		0.495902		0.496993		0.453706		0.450217		0.456491
254830		0.496725		0.496938		0.494617		0.470389		0.468822		0.470085
254831		0.494878		0.494843		0.494921		0.473776		0.47245		0.475167
254832		0.49441		0.496652		0.49455		0.470075		0.470747		0.471768
254833		0.498828		0.496946		0.4972		0.462924		0.458445		0.463286
254834		0.496984		0.49702		0.49719		0.460271		0.457947		0.462615
254835		0.496042		0.496796		0.494614		0.470972		0.470066		0.471132
254836		0.497029		0.496867		0.496988		0.453905		0.45146		0.456627
254837		0.497269		0.497051		0.497141		0.463553		0.461141		0.465969
254838		0.496503		0.496847		0.494643		0.470986		0.469704		0.470775
254839		0.496933		0.497058		0.496711		0.468862		0.467181		0.470448
254840		0.495826		0.495805		0.495873		0.444067		0.44074		0.447414
254841		0.49701		0.497051		0.496968		0.456816		0.45427		0.459363
254842		0.497388		0.497149		0.49706		0.465112		0.462819		0.467188
254843		0.494929		0.494964		0.494992		0.475213		0.473988		0.476553
254844		0.497374		0.49714		0.497067		0.464879		0.46255		0.467019
254845		0.49695		0.496983		0.498839		0.458364		0.455937		0.462901
254846		0.497014		0.496921		0.497244		0.461343		0.459121		0.463874
254847		0.494827		0.494708		0.494926		0.47372		0.472147		0.475237
254848		0.49697		0.497009		0.497237		0.460657		0.458261		0.463141
254849		0.496835		0.49699		0.496374		0.469749		0.468112		0.471087
254850		0.496301		0.494522		0.494895		0.4746		0.47145		0.474621
254851		0.499008		0.495862		0.497012		0.454665		0.448783		0.45517
254855		0.497196		0.496939		0.494121		0.462865		0.46066		0.462321
254856		0.497013		0.497052		0.496972		0.457248		0.454835		0.45966
254857		0.497046		0.497143		0.496895		0.46746		0.465584		0.469282
254858		0.494844		0.494712		0.494945		0.473808		0.472252		0.475279
254859		0.4966		0.496874		0.494479		0.470801		0.469432		0.470352
254860		0.494522		0.49462		0.494799		0.471325		0.469951		0.4731
254861		0.496943		0.497073		0.496686		0.468938		0.467227		0.470524
254862		0.496982		0.497016		0.496945		0.457415		0.454852		0.459976
254863		0.497044		0.497147		0.496879		0.467741		0.465901		0.469522
254864		0.497129		0.497208		0.497012		0.465761		0.46345		0.467712
254865		0.49713		0.49726		0.497023		0.465977		0.463786		0.46787
254866		0.496906		0.497054		0.496571		0.469341		0.467624		0.470878
254867		0.497045		0.497146		0.496893		0.46752		0.465702		0.469289
254869		0.497221		0.498841		0.497161		0.463108		0.462931		0.465581
254870		0.497133		0.497234		0.497023		0.46578		0.463536		0.467688
254871		0.496947		0.496982		0.496912		0.458068		0.455576		0.460561
254872		0.497142		0.496923		0.49738		0.462519		0.460206		0.46505
254873		0.494843		0.494717		0.496245		0.47135		0.469774		0.474255
254874		0.496671		0.496916		0.494475		0.470624		0.469126		0.470199
254875		0.495902		0.495873		0.497017		0.450297		0.44736		0.453914
254876		0.497012		0.497114		0.496859		0.467706		0.465914		0.469447
254879		0.498959		0.495912		0.496981		0.455423		0.449653		0.455883
254881		0.49689		0.496921		0.497122		0.460142		0.457721		0.462614
254882		0.49687		0.495835		0.497017		0.452119		0.448214		0.454719
254883		0.497169		0.496941		0.494119		0.462789		0.460496		0.462369
254884		0.494956		0.494727		0.495088		0.476399		0.474986		0.477775
254885		0.498981		0.496106		0.49701		0.455042		0.449501		0.455533
254886		0.497123		0.497252		0.497007		0.466036		0.463815		0.467951
254887		0.499003		0.495867		0.497033		0.45451		0.44872		0.454957
254888		0.496964		0.498939		0.496931		0.456379		0.456036		0.459033
254889		0.497153		0.497237		0.49704		0.465775		0.463515		0.467689
254890		0.495903		0.495864		0.498944		0.449877		0.446813		0.455916
254891		0.497136		0.496911		0.494102		0.462733		0.460546		0.462212
254892		0.496953		0.49699		0.497066		0.459285		0.456865		0.461651
254893		0.497019		0.498983		0.496976		0.455415		0.455068		0.458063
254894		0.496974		0.497087		0.496784		0.468387		0.466707		0.469993
254895		0.496982		0.497017		0.496946		0.457857		0.455411		0.460304
254896		0.496954		0.497082		0.496731		0.468869		0.467228		0.470417
254897		0.497074		0.496996		0.497302		0.461267		0.459115		0.463762
254898		0.498987		0.49609		0.496977		0.454943		0.44938		0.455387
254899		0.497313		0.497098		0.497122		0.464136		0.461888		0.466328
254900		0.497116		0.497295		0.496998		0.466277		0.464114		0.468181
254901		0.497017		0.496982		0.49725		0.460977		0.458776		0.463548
254902		0.497128		0.497287		0.497006		0.466075		0.463855		0.467991
254903		0.494705		0.496723		0.494537		0.470003		0.470444		0.471447
254905		0.497059		0.497005		0.49728		0.461184		0.459004		0.463705
254906		0.497089		0.497339		0.496955		0.466755		0.464712		0.468588
254907		0.496767		0.496962		0.494586		0.470206		0.468643		0.469827
254908		0.497074		0.494112		0.49694		0.467064		0.462208		0.468861
254909		0.496946		0.497071		0.496722		0.46883		0.467135		0.470428
254911		0.497079		0.496979		0.497315		0.461622		0.45942		0.464144
254912		0.496971		0.498943		0.496938		0.456037		0.45577		0.458614
254913		0.49699		0.497109		0.496804		0.468254		0.466505		0.469937
254914		0.496645		0.496894		0.494502		0.470674		0.469228		0.470249
254915		0.494737		0.494706		0.494814		0.471502		0.469971		0.473075
254916		0.497033		0.497141		0.496861		0.467903		0.466104		0.469638
254917		0.496975		0.497017		0.496938		0.456778		0.454223		0.459338
254918		0.497003		0.496936		0.497219		0.461111		0.458938		0.463606
254919		0.49698		0.497016		0.496947		0.45745		0.454851		0.460051
254920		0.496935		0.496971		0.498828		0.45821		0.45569		0.46285
254921		0.496652		0.496892		0.494438		0.470714		0.469299		0.470187
254922		0.495698		0.495674		0.495828		0.418315		0.41311		0.423584
254923		0.497357		0.497128		0.497095		0.464587		0.462304		0.466732
254925		0.497211		0.498846		0.497132		0.463178		0.463043		0.465602
254926		0.497063		0.497382		0.496925		0.467091		0.465137		0.468899
254927		0.496998		0.497037		0.496958		0.457297		0.454745		0.459851
254928		0.497058		0.496903		0.497282		0.462051		0.459862		0.464485
254930		0.497345		0.497107		0.497069		0.464845		0.462487		0.467028
254931		0.497377		0.497154		0.497094		0.464653		0.462336		0.466821
254932		0.49699		0.49896		0.496954		0.455971		0.455539		0.458708
254933		0.49686		0.497009		0.496474		0.469624		0.468016		0.471001
254934		0.495085		0.495037		0.495157		0.477429		0.476183		0.478672
254935		0.496862		0.497019		0.496513		0.469527		0.467886		0.470979
254936		0.496982		0.497015		0.496942		0.457587		0.455133		0.460036
254937		0.49707		0.494112		0.496932		0.467107		0.462261		0.468892
254938		0.497073		0.495903		0.497033		0.453608		0.450174		0.456296
254939		0.495866		0.49584		0.495903		0.447054		0.444009		0.450084
254940		0.497045		0.498971		0.497004		0.455459		0.455192		0.45799
254941		0.497072		0.496965		0.497292		0.461415		0.45925		0.463885
254950		0.496577		0.49687		0.494814		0.470864		0.46945		0.470813
254951		0.497031		0.497138		0.496873		0.467759		0.466005		0.469464
254952		0.496976		0.498935		0.496942		0.456301		0.456009		0.458881
254954		0.494905		0.495242		0.494976		0.474763		0.473646		0.476146
254955		0.497209		0.496987		0.497122		0.46344		0.461016		0.4659
254956		0.49536		0.495275		0.495147		0.480923		0.47991		0.481513
254957		0.497057		0.496925		0.497297		0.461771		0.459573		0.46426
254959		0.497152		0.496917		0.497396		0.462626		0.460398		0.46507
254960		0.49702		0.496951		0.49724		0.461067		0.458892		0.463569
254961		0.49898		0.495864		0.496983		0.455324		0.449545		0.455769
254962		0.497215		0.497013		0.497147		0.463397		0.461053		0.465811
254963		0.496948		0.496978		0.497068		0.459267		0.456875		0.461604
254964		0.496988		0.499003		0.496951		0.454967		0.454567		0.457725
254965		0.497223		0.498853		0.497131		0.463451		0.463288		0.465886
254966		0.49473		0.495747		0.494391		0.47271		0.472247		0.473264
254968		0.49695		0.496987		0.497077		0.459421		0.45697		0.461833
254969		0.49713		0.496968		0.497361		0.462112		0.459949		0.464533
254970		0.495114		0.495018		0.49534		0.477852		0.476654		0.479234
254971		0.496984		0.49702		0.496942		0.45671		0.454155		0.459259
254972		0.495532		0.495549		0.495621		0.485846		0.485202		0.486624
254973		0.494968		0.4949		0.495083		0.476081		0.474761		0.477455
254974		0.495032		0.494726		0.495131		0.476671		0.47508		0.478064
254976		0.49711		0.497281		0.496984		0.466284		0.464113		0.468171
254977		0.498942		0.495902		0.496957		0.455856		0.450056		0.456364
254978		0.497143		0.496932		0.497373		0.462335		0.460156		0.464742
254985		0.497146		0.496931		0.497393		0.462519		0.460329		0.464938
254987		0.494744		0.494472		0.494808		0.472049		0.470362		0.473593
254988		0.496979		0.498942		0.496945		0.456125		0.455801		0.45874
254989		0.497182		0.498822		0.494128		0.463021		0.462874		0.462521
254990		0.496965		0.497097		0.496725		0.46881		0.467066		0.470448
254993		0.495739		0.496065		0.494372		0.472273		0.471052		0.472431
254994		0.496936		0.497059		0.496711		0.468878		0.467221		0.470435
255001		0.497135		0.497218		0.497022		0.465743		0.463471		0.467659
255002		0.497088		0.497175		0.496962		0.46622		0.463853		0.46825
255003		0.497192		0.498831		0.497132		0.463032		0.462899		0.465478
255004		0.496951		0.496985		0.496918		0.457194		0.454699		0.45969
255005		0.49885		0.496965		0.497224		0.462964		0.458673		0.463153
255006		0.496755		0.49694		0.494714		0.470181		0.468657		0.469679
255007		0.497144		0.497247		0.49704		0.465741		0.463541		0.46762
255008		0.497212		0.498839		0.497145		0.463212		0.463092		0.465621
255009		0.497245		0.497032		0.497105		0.463889		0.46162		0.466154
255010		0.49698		0.498947		0.496946		0.455988		0.455729		0.458547
255012		0.494699		0.496711		0.494527		0.470046		0.470477		0.471491
255013		0.497252		0.497047		0.497125		0.463727		0.461414		0.466059
255014		0.496364		0.496824		0.495705		0.471071		0.469868		0.472077
255015		0.497151		0.496957		0.497392		0.462545		0.460384		0.464949
255016		0.497028		0.497166		0.496824		0.46844		0.466801		0.470015
255017		0.497029		0.499003		0.496988		0.455167		0.454827		0.457819
255018		0.497251		0.49703		0.497122		0.463683		0.461269		0.466092
255019		0.496929		0.49706		0.496714		0.468805		0.467096		0.470431
255020		0.497087		0.497411		0.496956		0.466873		0.464961		0.468643
255021		0.496988		0.49703		0.496951		0.457436		0.454941		0.459936
255022		0.494577		0.496408		0.496347		0.470681		0.471034		0.474024
255023		0.494674		0.496476		0.494609		0.470762		0.470991		0.472166
255024		0.49694		0.496973		0.49714		0.459921		0.45753		0.462328
255025		0.49694		0.496968		0.49713		0.460044		0.45771		0.462384
255026		0.497083		0.496924		0.49733		0.462137		0.459899		0.464645
255027		0.497097		0.497254		0.496997		0.466065		0.463948		0.467915
255028		0.49557		0.49549		0.495525		0.485372		0.484608		0.486
255029		0.496968		0.497002		0.497138		0.459769		0.457396		0.462123
255031		0.496777		0.496965		0.4945		0.470119		0.468594		0.469604
255032		0.497135		0.496917		0.497385		0.462499		0.460274		0.464952
255033		0.496932		0.496965		0.497128		0.460025		0.457649		0.462419
255034		0.497128		0.497248		0.497013		0.465959		0.463711		0.467885
255035		0.49689		0.497043		0.496582		0.46935		0.467699		0.470849
255037		0.497231		0.497021		0.49713		0.463474		0.461135		0.465849
255038		0.497034		0.497139		0.496877		0.467655		0.465844		0.469415
255039		0.496838		0.496996		0.496467		0.469603		0.467944		0.471053
255040		0.497058		0.49695		0.497294		0.461634		0.459433		0.464137
255041		0.496341		0.495742		0.494838		0.474264		0.472206		0.474254
255042		0.496938		0.496969		0.496906		0.457038		0.454422		0.459652
255043		0.494462		0.496595		0.49637		0.470361		0.470829		0.473862
255044		0.497044		0.496959		0.497276		0.46124		0.458979		0.463832
255045		0.496973		0.497098		0.496785		0.468303		0.46652		0.470024
255046		0.495862		0.495843		0.49898		0.448848		0.445739		0.45495
255047		0.497071		0.496968		0.497311		0.461662		0.459464		0.464173
255048		0.495736		0.496123		0.496338		0.472152		0.470999		0.474279
255050		0.496805		0.496988		0.496087		0.469956		0.468351		0.471031
255051		0.496828		0.496988		0.49634		0.469776		0.468151		0.471079
255052		0.496854		0.497011		0.496444		0.469707		0.468141		0.471026
255053		0.496987		0.497028		0.496952		0.457806		0.455217		0.460402
255054		0.497174		0.496975		0.497405		0.462607		0.46051		0.464934
255055		0.494349		0.494566		0.494854		0.471974		0.470703		0.473968
255056		0.497098		0.49587		0.497047		0.453584		0.449927		0.45647
255057		0.497412		0.497189		0.497091		0.464913		0.462635		0.467011
255058		0.496844		0.497009		0.496494		0.469523		0.467851		0.471012
255060		0.497019		0.497059		0.496978		0.456216		0.45365		0.458784
255061		0.499001		0.495868		0.496968		0.45468		0.448783		0.455176
255062		0.496938		0.496972		0.497077		0.459584		0.457186		0.461954
255063		0.497124		0.496906		0.497373		0.462647		0.460366		0.465146
255065		0.497035		0.497139		0.496859		0.467934		0.466148		0.46965
255066		0.497327		0.497095		0.497074		0.464653		0.46231		0.466856
255067		0.497099		0.496957		0.497344		0.461901		0.459589		0.464504
255068		0.496972		0.497012		0.497057		0.458988		0.456499		0.461399
255069		0.497059		0.497358		0.496925		0.466976		0.464956		0.468831
255071		0.496531		0.496848		0.494673		0.470944		0.469611		0.470786
255072		0.497002		0.49895		0.496963		0.456003		0.4556		0.458682
